mission_id,time,target_x,target_y,target_z,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,erreur_m,erreur_ok,velocity,erreur_cumulee_m,battery_level,rain,fog,snow
1,1747142948.3873303,2.0,0.0,-5,2.298980951309204,-0.0555686317384243,-4.94622802734375,0.6935111284255981,0.15471328794956207,-0.27323421835899353,-0.02430303767323494,0.05443781241774559,-9.00921630859375,-0.13187272113330056,0.04281517381947524,-3.129089980264654,3.0673056037656616,1.7630270876048852,0.5360240059643151,0.30881856667367297,True,6.08,0.30881856667367297,100,0.12,0.147,0.137
1,1747142950.6732805,2.197817453308123,1.1779369011450798,-4,2.3048579692840576,1.3375966548919678,-3.8582687377929688,-0.46184492111206055,0.4461880922317505,0.16285479068756104,-0.11013013124465942,-0.018443312495946884,-10.637120246887207,0.0487755559085513,0.1284545564335811,-3.1173450031553425,2.7159784620962317,2.3176788771985013,0.5696466650362431,0.23882349070748765,True,6.08,0.5476420573811607,100,0.12,0.147,0.137
1,1747142952.5418017,2.1482208132215868,2.4646321509654174,-3,1.7708206176757812,2.4797489643096924,-2.9587783813476562,0.3397143483161926,0.25699296593666077,0.08037582784891129,-0.07380019873380661,-0.12385699152946472,-10.150059700012207,0.037489673010885606,0.08762032200470339,3.1225026482981564,3.144523462364096,2.327594262714614,0.432612576657299,0.3799455849039664,True,6.08,0.927587642285127,100,0.12,0.147,0.137
1,1747142954.8490076,1.8081204253903274,3.7673112991572864,-2,2.1214635372161865,3.723750591278076,-1.9686126708984375,-0.2693434953689575,0.35562869906425476,0.027267763391137123,-0.14097005128860474,-0.01601061411201954,-10.120312690734863,-0.0035331766286156277,0.09573607332269524,3.1129973752938964,3.204474012330005,1.5345947704738903,0.4038982658396308,0.31790974415355777,True,6.08,1.245497386438685,100,0.12,0.147,0.137
1,1747142956.8835304,1.169091277972464,4.978795995661454,-1,1.057718276977539,4.846004486083984,-1.0547332763671875,-0.29001888632774353,0.40090516209602356,0.1642218977212906,-0.00640801340341568,0.0413905531167984,-10.246870994567871,0.07447265877951804,0.08523106718517001,3.1208842648500137,2.504931575246804,1.716045422926932,0.4902669832512871,0.1817505485778945,True,6.08,1.4272479350165794,100,0.12,0.147,0.137
1,1747142958.7726684,0.2615553275524854,5.990213290134131,0,0.3244721591472626,5.891079425811768,-0.07434844970703125,-0.21519091725349426,0.3629140555858612,0.20867402851581573,-0.04038405045866966,-0.05481715500354767,-10.446624755859375,0.04050608402368913,0.08577259364758516,3.1136206064295777,2.6153374618955114,2.1254647953611894,0.40383270860660425,0.1389738922504843,True,6.08,1.5662218272670638,100,0.12,0.147,0.137
1,1747142960.275525,-0.8455795490339945,6.704726066290929,1,0.20056012272834778,6.274831771850586,0.35236358642578125,-0.08238282054662704,0.3500748872756958,0.636640727519989,-0.07066535949707031,0.004567943513393402,-9.512493133544922,0.0005912740080884307,0.001419540079258059,3.1176598924200607,2.541609787619103,2.4396869742455425,0.4444381502142632,1.3033227694683533,True,6.08,2.869544596735417,100,0.12,0.147,0.137
1,1747142960.7802901,-2.049999999999999,7.050704155516199,2,0.19253851473331451,6.421092510223389,0.6597442626953125,-0.09142500162124634,0.48328718543052673,0.7410532832145691,-0.09711553901433945,0.028785791248083115,-9.629395484924316,0.0005002437482853024,0.0007477878043331189,3.1170624135356086,3.124278967471271,2.2021330882793455,0.5584357556233601,2.687317483165833,False,6.08,5.55686207990125,100,0.12,0.147,0.137
1,1747142961.2841444,-3.2254282360512363,6.992760046192045,3,0.1716875284910202,6.640979290008545,1.014556884765625,-0.10984458029270172,0.6286668181419373,0.7740708589553833,-0.11046136915683746,-2.561323344707489e-05,-9.822153091430664,0.0002984207030271786,0.0004864390001027395,3.116645654682092,2.8783374834168547,1.9919186504621276,0.5575246678370174,3.950459414037073,False,6.08,9.507321493938322,100,0.12,0.147,0.137
1,1747142961.787855,-4.234553679141369,6.539253573852523,4,0.12682220339775085,6.967672348022461,1.3994064331054688,-0.137074813246727,0.8011148571968079,0.7692642211914062,-0.11269254982471466,-0.021027402952313423,-9.861761093139648,6.086256735199519e-05,0.000232880198184614,3.116473518761097,3.2177310305652775,2.456879111388335,0.4474708955603625,5.0959031716692165,False,6.08,14.603224665607538,100,0.12,0.147,0.137
1,1747142962.291249,-4.944154131125643,5.745211330880874,5,0.05603991076350212,7.3957085609436035,1.7837677001953125,-0.16640372574329376,0.9808166027069092,0.7549511790275574,-0.09613656997680664,-0.012241799384355545,-9.864763259887695,4.127653945304524e-05,5.996635879508885e-05,3.1166499471561795,3.4429104390115564,1.687769625441339,0.47121826875310335,6.170107922013633,False,6.08,20.77333258762117,100,0.12,0.147,0.137
1,1747142962.7954369,-5.240803378993181,4.710075989266278,6,-0.04466623067855835,7.945252895355225,2.1711578369140625,-0.21570120751857758,1.1830557584762573,0.734637975692749,0.011976014822721481,-0.12246856838464737,-9.891443252563477,-7.719108179706852e-05,-7.473684813077408e-05,3.1169417717828116,2.810582143581623,2.117992795799858,0.4468992207154685,7.219850634716142,False,6.08,27.99318322233731,100,0.12,0.147,0.137
1,1747142963.299221,-5.045425660253547,3.570251060941675,7,-0.17417018115520477,8.595502853393555,2.5432662963867188,-0.2677671015262604,1.3873913288116455,0.7140748500823975,-0.084866963326931,0.040894005447626114,-9.824689865112305,-9.257200445854856e-05,-7.424906397849591e-05,3.1172374164899836,2.871243653870105,1.825184531972132,0.41485223868797594,8.297274300944196,False,6.08,36.2904575232815,100,0.12,0.147,0.137
1,1747142963.8023484,-4.325006043795975,2.4869808471515746,8,-0.33539557456970215,9.367890357971191,2.9135894775390625,-0.3225058317184448,1.5987991094589233,0.7041863799095154,0.0050218477845191956,0.015458589419722557,-9.856646537780762,-0.00013611826971086192,-0.00010198186752529293,3.1175254206749767,2.79376722532764,2.14475892556511,0.5949374185122671,9.441158795150576,False,6.08,45.73161631843208,100,0.12,0.147,0.137
1,1747142964.3061028,-3.1000000000000028,1.630642496536482,9,-0.5259696245193481,10.249317169189453,3.277099609375,-0.37352418899536133,1.814494013786316,0.6960455775260925,-0.06780053675174713,-0.010747898370027542,-9.883655548095703,-8.161235484142323e-05,-0.00018572540387636535,3.117879717610859,3.032535924650667,1.5251845539070836,0.5089551314229832,10.661086922445698,False,6.08,56.39270324087778,100,0.12,0.147,0.137
1,1747142964.8103561,-1.4463860707160447,1.1629685708181468,10,-0.7555198073387146,11.294574737548828,3.6526870727539062,-0.4299245774745941,2.0406253337860107,0.6875244379043579,-0.08866988122463226,0.002123288344591856,-9.855474472045898,-0.00016401090971914642,-0.00013549106092439108,3.118096669994106,2.8085865518053064,1.8335439910797557,0.4062448450268839,11.975605250173933,False,6.08,68.3683084910517,100,0.12,0.147,0.137
1,1747142965.3155823,0.5081646363876857,1.2190141791679752,11,-0.9939185380935669,12.372812271118164,3.9989089965820312,-0.4806140661239624,2.2456443309783936,0.6875690221786499,-0.11373718827962875,-0.002318141981959343,-9.811967849731445,-5.334527508027745e-05,-0.0001482476577430576,3.118391359974702,2.939658939050423,2.2579355890378743,0.4684851005935364,13.25438572613576,False,6.08,81.62269421718747,100,0.12,0.147,0.137
1,1747142965.8195448,2.593921273001407,1.8907963846261513,12,-1.2390917539596558,13.480578422546387,4.324729919433594,-0.5219581127166748,2.4359548091888428,0.6905996799468994,-0.11211688816547394,0.00540256779640913,-9.842268943786621,-4.791901563186651e-05,-0.00013641895142564386,3.118616425524017,3.192463873375114,1.8762942890689713,0.5564519263197759,14.419598030492722,False,6.08,96.0422922476802,100,0.12,0.147,0.137
1,1747142966.322902,4.613824533754626,3.2144470297365793,13,-1.5337454080581665,14.842391014099121,4.6923980712890625,-0.5560802221298218,2.6496877670288086,0.6910537481307983,-0.09248079359531403,0.01034616306424141,-9.836334228515625,-5.212162214623482e-05,-5.089730383468196e-05,3.118881549816669,3.4903502518591947,1.932617104498461,0.5330363280187727,15.556926023442898,False,6.08,111.59921827112309,100,0.12,0.147,0.137
1,1747142966.826318,6.362038562233158,5.162435552910105,14,-1.8305929899215698,16.23624610900879,5.040626525878906,-0.5996554493904114,2.8496367931365967,0.6944347023963928,-0.07668741047382355,0.05729095637798309,-9.778406143188477,-2.4820916348384384e-06,-5.8629579819624114e-05,3.1190288932712376,2.821339239398128,1.8752936378108693,0.5054447047781392,16.432250759725783,False,6.08,128.03146903084888,100,0.12,0.147,0.137
